"Maze ID","Block ID","Block type","Block title","Block description","Tester ID","Started at","Completed at","Study duration (seconds)","Device type","OS","Vendor","Model","Browser","Browser version","Language","Source","Reach email","Mission type","Path","Screen ID","Screen duration (seconds)","Total duration (seconds)","Success","Give up","x","y","Total click count","Total misclick count","Misclick rate","Total misclick page count"
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460345464","2025-10-27 14:40:44","2025-10-27 14:44:03",199.2,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:703","9:129",21.1,35.8,"TRUE","FALSE",94,5,4,1,"25.00%",1
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460345464","2025-10-27 14:40:44","2025-10-27 14:44:03",199.2,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:703","9:904",6.3,35.8,"TRUE","FALSE",37,36,4,1,"25.00%",1
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460345464","2025-10-27 14:40:44","2025-10-27 14:44:03",199.2,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:703","9:627",8.4,35.8,"TRUE","FALSE",59,94,4,1,"25.00%",1
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460332893","2025-10-27 14:41:48","2025-10-27 14:44:08",139.7,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:703","9:129",2.2,2.24,"TRUE","FALSE",62,65,1,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460343528","2025-10-27 14:40:18","2025-10-27 14:46:11",352.8,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:411;9:703","9:129",2.7,6.57,"TRUE","FALSE",38,51,2,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460343528","2025-10-27 14:40:18","2025-10-27 14:46:11",352.8,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:411;9:703","9:411",3.8,6.57,"TRUE","FALSE",61,55,2,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460331503","2025-10-27 14:57:25",,,"mobile","iOS","Apple","iPhone","Mobile Safari","26.0.1","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:703","9:129",24.1,26.78,"TRUE","FALSE",90,79,3,1,"33.33%",1
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460331503","2025-10-27 14:57:25",,,"mobile","iOS","Apple","iPhone","Mobile Safari","26.0.1","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:703","9:129",24.1,26.78,"TRUE","FALSE",92,4,3,1,"33.33%",1
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460331503","2025-10-27 14:57:25",,,"mobile","iOS","Apple","iPhone","Mobile Safari","26.0.1","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:703","9:904",2.7,26.78,"TRUE","FALSE",12,30,3,1,"33.33%",1
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 14:59:50","2025-10-27 15:01:21",91.4,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:129;9:703","9:129",6.1,15.01,"TRUE","FALSE",54,54,7,3,"42.86%",3
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 14:59:50","2025-10-27 15:01:21",91.4,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:129;9:703","9:129",6.1,15.01,"TRUE","FALSE",96,5,7,3,"42.86%",3
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 14:59:50","2025-10-27 15:01:21",91.4,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:129;9:703","9:904",1.2,15.01,"TRUE","FALSE",68,36,7,3,"42.86%",3
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 14:59:50","2025-10-27 15:01:21",91.4,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:129;9:703","9:627",3.5,15.01,"TRUE","FALSE",80,48,7,3,"42.86%",3
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 14:59:50","2025-10-27 15:01:21",91.4,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:129;9:703","9:627",3.5,15.01,"TRUE","FALSE",12,94,7,3,"42.86%",3
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 14:59:50","2025-10-27 15:01:21",91.4,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:129;9:703","9:129",4.2,15.01,"TRUE","FALSE",69,21,7,3,"42.86%",3
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","460359041","2025-10-27 14:59:50","2025-10-27 15:01:21",91.4,"mobile","Android",,"K","Samsung Internet","28.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:627;9:129;9:703","9:129",4.2,15.01,"TRUE","FALSE",59,36,7,3,"42.86%",3
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","461012016","2025-10-28 14:32:28","2025-10-28 14:33:35",67.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:703","9:129",1.5,1.51,"TRUE","FALSE",64,55,1,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","458701005","2025-10-28 14:33:04","2025-10-28 14:34:25",80.8,,"Windows",,,"Chrome","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:703","9:129",2.2,2.2,"TRUE","FALSE",61,54,1,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","455162856","2025-10-28 14:39:11",,,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:703","9:129",1.2,2.43,"TRUE","FALSE",95,6,2,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","455162856","2025-10-28 14:39:11",,,,"Windows",,,"Opera","122.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:703","9:904",1.2,2.43,"TRUE","FALSE",42,31,2,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","461017896","2025-10-28 14:41:41","2025-10-28 14:42:17",36.7,,"Windows",,,"Chrome","132.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:703","9:129",1.3,1.32,"TRUE","FALSE",59,53,1,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","461022194","2025-10-28 14:43:04","2025-10-28 14:43:44",40,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:703","9:129",1.3,1.27,"TRUE","FALSE",59,66,1,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","243641804","2025-10-28 14:44:12","2025-10-28 14:45:17",64.9,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:703","9:129",6.3,6.29,"TRUE","FALSE",58,50,1,0,"0.00%",0
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:129",25.9,34.62,"TRUE","FALSE",50,76,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:129",25.9,34.62,"TRUE","FALSE",39,5,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:129",25.9,34.62,"TRUE","FALSE",46,99,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:129",25.9,34.62,"TRUE","FALSE",46,99,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:129",25.9,34.62,"TRUE","FALSE",92,6,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:904",2.1,34.62,"TRUE","FALSE",32,24,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:411",5,34.62,"TRUE","FALSE",90,3,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:411",5,34.62,"TRUE","FALSE",2,0,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:411",5,34.62,"TRUE","FALSE",92,4,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:411",5,34.62,"TRUE","FALSE",92,3,11,7,"63.64%",2
"458015037","9804eee5-4148-4cad-97f8-39f7d77d4263","mission","📍 | Missão 2 – Página Principal","❓ | Aqui, você terá contato com a tela inicial do aplicativo, onde são apresentadas as principais informações e conteúdos. Explore a interface e identifique como a navegação é organizada.

🔵 | Lembre-se: nenhuma funcionalidade está ativa neste protótipo.

🎯 | Objetivo: Acessar a tela do formulário.
","462092842","2025-10-30 10:48:14","2025-10-30 10:53:08",294.1,,"Windows",,,"Edge","141.0.0.0","pt-BR","link",,"GOAL_BASED","9:129;9:904;9:411;9:904;9:703","9:904",1.6,34.62,"TRUE","FALSE",47,30,11,7,"63.64%",2
